method,fold_no,auroc,auprc,ap_3
GCATSL,1,0.8721158468194199,0.8220834247954011,0.9530112688388223
GCATSL,2,0.8799871815414195,0.8471916291515519,0.9482693150931382
GCATSL,3,0.809305399775677,0.7492978432683358,0.9678408618220697
GCATSL,4,0.8645449447203974,0.8230897963072463,0.9391513405943367
GCATSL,5,0.8917040538375259,0.8791347049401654,0.9954604300740935
GCATSL,6,0.8463988142925813,0.8096876031682005,0.953332176298193
GCATSL,7,0.8560527159109117,0.8018215060136914,0.9461815814117382
GCATSL,8,0.8589769267745553,0.8180802223772129,0.976573792347979
GCATSL,9,0.8235859637878545,0.7750862485904862,0.9752421302625116
GCATSL,10,0.8715750680980611,0.8265786072240319,0.9596578060827564
pca-gCMF,1,0.8901217753565133,0.8815373099370623,0.9216432323316781
pca-gCMF,2,0.8405704214068258,0.769787745263707,0.7443513437103899
pca-gCMF,3,0.8955295625701011,0.8722814958528154,0.9013748563465852
pca-gCMF,4,0.8793863162954655,0.8493097509459246,0.8688514919187271
pca-gCMF,5,0.8712145489504887,0.832828130572574,0.8503580599352351
pca-gCMF,6,0.8619612241627944,0.849915141667059,0.8967001287915383
pca-gCMF,7,0.8699727607755168,0.8197193550963402,0.8196168476486557
pca-gCMF,8,0.8612401858676495,0.8197928642654112,0.8306367588170057
pca-gCMF,9,0.8543502643807082,0.8199534028898404,0.8500078285501584
pca-gCMF,10,0.8600785130588047,0.7916523029164046,0.7730124616158807
GRSMF,1,0.871494952731934,0.8586938525809474,0.8866173909062715
GRSMF,2,0.8604790898894408,0.8288955969306305,0.8434783928487787
GRSMF,3,0.8544303797468353,0.8369973761286189,0.8701934279633371
GRSMF,4,0.8957699086684826,0.880500199197195,0.9101817371309509
GRSMF,5,0.8684105111360358,0.8505194735792717,0.8737165802205303
GRSMF,6,0.8563932062169525,0.8576859575210091,0.9076529313821816
GRSMF,7,0.858195801954815,0.8088174510098057,0.8010079439930887
GRSMF,8,0.8732174331036693,0.8471255621701113,0.870993901415411
GRSMF,9,0.8785451049511296,0.8578574495288543,0.8857504641509014
GRSMF,10,0.8406505367729532,0.831352772554707,0.862873782864367
Elastic Net,1,0.8579554558564332,0.8722627533046007,0.94602053060812
Elastic Net,2,0.8382871334722,0.8651808071563873,0.951211768198312
Elastic Net,3,0.8537093414516904,0.8782406661471254,0.968482354085864
Elastic Net,4,0.8761015862842493,0.8919070730434931,0.9606480947230067
Elastic Net,5,0.8640842813651658,0.8930151370203879,0.9736125629580913
Elastic Net,6,0.8328392885755488,0.8528874831862062,0.9460735914290579
Elastic Net,7,0.8484217272872937,0.8760810871754178,0.9569486299746875
Elastic Net,8,0.8706537413875982,0.8789077451053879,0.9465343216183726
Elastic Net,9,0.8117288896010255,0.846328383148581,0.9530038447544106
Elastic Net,10,0.8379266143246276,0.8609979292628481,0.9493760791853758
L0L2,1,0.856232975484698,0.8738008337034544,0.9509491398477985
L0L2,2,0.8362441916359558,0.862976289847042,0.9475026866699611
L0L2,3,0.8541900336484538,0.878033321848986,0.9678651963066391
L0L2,4,0.8806281044704374,0.8968283667001961,0.9630925700696326
L0L2,5,0.8662073385675373,0.8926658275969082,0.9699949032293174
L0L2,6,0.8378464989585002,0.857119152916346,0.9494982698776213
L0L2,7,0.8534689953533087,0.880957883956652,0.9603292786166855
L0L2,8,0.8717753565133792,0.8736490892567461,0.9349873476343418
