method,fold_no,auroc,auprc,ap_3
Elastic Net,3,0.5860952807286376,0.5805043787230328,0.6184129220387254
Elastic Net,4,0.5889361409066648,0.5897020738086571,0.651081233722074
Elastic Net,5,0.5734233226011949,0.5859400859860795,0.6368774115081199
Elastic Net,6,0.6029596597854721,0.5771260248678723,0.6108378924092975
Elastic Net,7,0.6097260722095006,0.5863475719451299,0.6162685813929316
Elastic Net,8,0.5899863983058142,0.5689052973825912,0.5897998489546119
Elastic Net,9,0.6147621425250942,0.577694121818078,0.5946822669992926
Elastic Net,10,0.6190148241249289,0.5982622173228468,0.6574286924748726
L0L2,1,0.6382293693290405,0.6253819992540866,0.6810599227654143
L0L2,2,0.6017458377094058,0.6052633966684642,0.6694202928671835
L0L2,3,0.5840808526024001,0.5772193097649219,0.612385766710718
L0L2,4,0.6030543551247396,0.6142115613407093,0.689736545942058
L0L2,5,0.5725280212117559,0.5856358067611678,0.6409472228806512
L0L2,6,0.5960124653501144,0.5837364336974702,0.6179992316801933
L0L2,7,0.5978202854634045,0.5949151585057029,0.6446407129063881
L0L2,8,0.5884196208742962,0.5691172606766959,0.5921294819622314
L0L2,9,0.6004201029596599,0.6038599422829096,0.6735722827644762
L0L2,10,0.6034503538162221,0.5703469886396333,0.5776726035893315
Random Forest,1,0.648490900638763,0.6547482426418448,0.7450806412543878
Random Forest,2,0.5871799727966117,0.5823935194419401,0.620749931512528
Random Forest,3,0.6390902360496548,0.6404292213341929,0.7193480201165114
Random Forest,4,0.6198412561767187,0.6168808506806753,0.6888298130026067
Random Forest,5,0.6437389163409721,0.6504138455009232,0.7373735319996697
Random Forest,6,0.613720493793151,0.612840961681062,0.6774737977130821
Random Forest,7,0.6554811384101513,0.6407910731617527,0.6983542745217226
Random Forest,8,0.6353454658149825,0.6179965221146317,0.6628202635188337
Random Forest,9,0.6391677140545101,0.6397762789684167,0.7171569230963064
Random Forest,10,0.6248945438267247,0.6264575173096756,0.6980882137557896
MUVR,1,0.6213908162738244,0.6133532816636031,0.6636608947635613
MUVR,2,0.6267454072760454,0.6244255708633677,0.6863906344920397
MUVR,3,0.6249806304987862,0.618214361587238,0.6826567779866143
MUVR,4,0.6339852963964119,0.5954191722568243,0.5971412156593688
MUVR,5,0.646252647165166,0.6483388912403215,0.7336920365601632
MUVR,6,0.6179043060553364,0.5929357019394818,0.6195879409417558
MUVR,7,0.6465109071813502,0.6209039963200064,0.6712209581601177
MUVR,8,0.6502642860832286,0.6145911020000037,0.6391622249841475
MUVR,9,0.653113754928462,0.6288482622896636,0.6760791272256991
MUVR,10,0.6305246121795424,0.604048925516956,0.639837245765879
DAISY,1,0.3889051497047227,0.4315113118463256,0.2232837874079885
DAISY,2,0.39589538747611097,0.4353653494764236,0.3873201605809732
DAISY,3,0.3599886365592879,0.4162023961723631,0.35103997113060603
DAISY,4,0.3671166130059744,0.41638219052353453,0.34924826481612564
DAISY,5,0.3449923382861866,0.41152836502728973,0.2260601416147318
DAISY,6,0.39621390816273827,0.4340207936052286,0.4108684756241474
DAISY,7,0.3830082126685147,0.4216373637159982,0.2264348403152912
DAISY,8,0.3582755117852654,0.41393239100978385,0.31679666106313303
DAISY,9,0.4062774401267196,0.43575981482437387,0.24451751795362436
DAISY,10,0.3882767169986743,0.43423735756708004,0.28799906928529395
DiscoverSL,1,0.5220726227165511,0.5215969878286337,0.5236215555688238
DiscoverSL,2,0.5399011725004734,0.5383011931827079,0.5513705000384919
DiscoverSL,3,0.5410547339060966,0.5334175986888317,0.5388638694109213
DiscoverSL,4,0.5143334308982284,0.5101750484990044,0.4880164062364939
DiscoverSL,5,0.5475456689795286,0.5418768427579882,0.5598805972563843
DiscoverSL,6,0.5464695855787607,0.542141737413107,0.5585125474678427
DiscoverSL,7,0.5558358154990445,0.5473314652215062,0.5661889576512663
DiscoverSL,8,0.547330452299375,0.5336160585404899,0.5296951701406803
DiscoverSL,9,0.5198688039117784,0.5101711770970628,0.487064261198917
DiscoverSL,10,0.5773488748471962,0.562591186322739,0.5794013245913859
