method,fold_no,auroc,auprc,ap_3
GCATSL,1,0.8024631076388888,0.75991265765208,0.7700287652382448
GCATSL,2,0.7421052631578947,0.692442645074224,0.9195688691205017
GCATSL,3,0.7415635850694444,0.6881462149381912,0.8755451486465323
GCATSL,4,0.8210301252706889,0.807419822660642,0.9510169672464156
GCATSL,5,0.7921052631578949,0.7376449598572703,0.9556471689818415
GCATSL,6,0.753968253968254,0.7004207305412125,0.9098747501337271
GCATSL,7,0.809969573202489,0.8080944175589702,0.9832656092505088
GCATSL,8,0.7428521050347223,0.6979412542358051,0.7457411402285531
GCATSL,9,0.7617801047120419,0.703606748109366,0.9524539921906171
GCATSL,10,0.7747667100694444,0.7209606367546019,0.7669523180052291
pca-gCMF,1,0.8855794270833334,0.9053399424287142,0.970742143091721
pca-gCMF,2,0.878421052631579,0.9006199931968779,0.9792527103801743
pca-gCMF,3,0.872341579861111,0.8641729697252385,0.9232750532552682
pca-gCMF,4,0.8714947506921411,0.9097673049406243,0.9985478557138768
pca-gCMF,5,0.884792243767313,0.8999418071314107,0.9688460548827166
pca-gCMF,6,0.8912404467960023,0.9159877781359631,0.994927454142319
pca-gCMF,7,0.8354211781475288,0.8725378021769692,0.9705056146678407
pca-gCMF,8,0.8677571614583333,0.8743213149065676,0.9363507582053636
pca-gCMF,9,0.8417258298840492,0.8493593817141398,0.9256050607476553
pca-gCMF,10,0.847140842013889,0.892173743922362,0.9906319734750181
GRSMF,1,0.8517252604166667,0.8916592090897179,0.9916224218302089
GRSMF,2,0.8142936288088642,0.8631590350068161,0.9870054470352073
GRSMF,3,0.798678927951389,0.843526564094375,0.9694223813414796
GRSMF,4,0.8221539979715468,0.8745101952541577,0.9943980804234072
GRSMF,5,0.800360110803324,0.8725882264502662,0.9978451364724177
GRSMF,6,0.809803756893704,0.8633581320629632,0.9901097522758365
GRSMF,7,0.8153285271785312,0.8693987867543982,0.9910472672366696
GRSMF,8,0.8001302083333334,0.8549768621196556,0.9875435746708903
GRSMF,9,0.8206326580959953,0.8718764402967754,0.9934164404555226
GRSMF,10,0.837551540798611,0.8787480941944397,0.9920997145530933
Elastic Net,1,0.8163791232638888,0.8757176500615205,0.9911075255411826
Elastic Net,2,0.7868421052631578,0.8393149735441394,0.9693695871460957
Elastic Net,3,0.789794921875,0.8489310417085335,0.9794732990797057
Elastic Net,4,0.8291987609988761,0.868564325717893,0.9749686244500825
Elastic Net,5,0.8560110803324099,0.8890770511355572,0.9849728295027215
Elastic Net,6,0.8139469779681421,0.8630106544521028,0.979942823201757
Elastic Net,7,0.8046106192264467,0.860934205593225,0.9816433686754577
Elastic Net,8,0.814181857638889,0.8580320481759955,0.9730156461445504
Elastic Net,9,0.7989912557221568,0.8514547652854707,0.9725857425413298
Elastic Net,10,0.8359917534722222,0.8774987288007859,0.97879256495457
L0L2,1,0.8117404513888888,0.8677969702614059,0.9896874514217451
L0L2,2,0.7911911357340721,0.8406316582762334,0.9649246315213649
L0L2,3,0.8064236111111112,0.8570045155158832,0.9789600596955382
L0L2,4,0.8268413694800033,0.8647917718382789,0.9741568563213712
L0L2,5,0.8638504155124654,0.8934161932591376,0.9830267522363474
L0L2,6,0.8033369726491418,0.85745050429681,0.9783977148757289
L0L2,7,0.8080096488583098,0.8608024370196172,0.9815953289935107
L0L2,8,0.8094075520833334,0.8530449307049832,0.9672058590542411
L0L2,9,0.8043639154628438,0.855890261092432,0.9730033653138708
L0L2,10,0.8321668836805556,0.8717063888573087,0.9753143032639097
Random Forest,1,0.8318549262152779,0.8845150147643163,0.9953217916478296
Random Forest,2,0.8136703601108034,0.8565001095689952,0.9759578154453743
Random Forest,3,0.8328043619791667,0.8655880307973267,0.9634130799150472
Random Forest,4,0.8582823935747377,0.878423694181734,0.9621182249325061
Random Forest,5,0.8499584487534626,0.8783025264346048,0.9754796010363289
Random Forest,6,0.8399260938943478,0.8654820195949258,0.9644189102432551
Random Forest,7,0.8257174967791454,0.8696862613192178,0.9834202242993353
Random Forest,8,0.824679904513889,0.8624685038007176,0.9740251319769213
Random Forest,9,0.8294180532331897,0.8547021139279061,0.9572190555664635
Random Forest,10,0.8496500651041667,0.8814083183619548,0.9784266761207737
MUVR,1,0.8368733723958333,0.8884106749285072,0.9951955641717359
MUVR,2,0.8195983379501385,0.8646353751820388,0.9831956937260866
MUVR,3,0.8387044270833333,0.8836942987362875,0.9893806536908076
MUVR,4,0.8683150132945918,0.8919001591769025,0.9759719544878485
MUVR,5,0.8632271468144044,0.895879394910704,0.9887850373428217
MUVR,6,0.8418437333781249,0.8777726313334995,0.9826868856046651
MUVR,7,0.8335846056851511,0.8759686313764636,0.9872125924994737
MUVR,8,0.8387586805555556,0.8759269037232836,0.9797232704864353
MUVR,9,0.8362161124969163,0.8662301839313318,0.9662735492923538
MUVR,10,0.85546875,0.891127719522022,0.9850040102182863
