method,fold_no,auroc,auprc,ap_3
DAISY,2,0.6010177656493652,0.5869161352997664,0.6413969039570712
DAISY,3,0.6170778569837381,0.5765834702437738,0.5880092934255428
DAISY,4,0.5926083203386056,0.5611695293235441,0.5720823469394405
DAISY,5,0.6267403653374917,0.6048653664154287,0.6520585755148839
DAISY,6,0.6255360325239474,0.5882935596008079,0.6075548824932899
DAISY,7,0.6271441300957896,0.6065946186619211,0.654031503707441
DAISY,8,0.6114878035197149,0.5713400771389774,0.5815652685205541
DAISY,9,0.5986091000222766,0.5565391189082372,0.5498402131298229
DAISY,10,0.5857164736021386,0.5563983708003765,0.5643753998802531
DiscoverSL,1,0.5424718756961462,0.5678183764430487,0.6269010372749302
DiscoverSL,2,0.5510901648474048,0.5489123891874099,0.5664158357172717
DiscoverSL,3,0.5510414346179551,0.5451848356491158,0.5644258442680866
DiscoverSL,4,0.5655073513031855,0.5792542878345592,0.6390816508445926
DiscoverSL,5,0.5239752728892849,0.5349618349389635,0.5577780353356694
DiscoverSL,6,0.5177447649810648,0.5277530680934757,0.5446966867274551
DiscoverSL,7,0.5140899977723324,0.5244916326202171,0.5333934141231992
DiscoverSL,8,0.5325030630429939,0.5653174767452432,0.6351603051488134
DiscoverSL,9,0.523536700824237,0.5439975284232126,0.5917797666812599
DiscoverSL,10,0.5663148808197817,0.5797530429097557,0.6360023177780723
